ENTIDAD,MUN,LOC,AGEB,label
19,39,1,452A,2
19,39,1,4534,2
19,39,1,4549,2
19,39,1,4553,2
19,39,1,4568,3
19,39,1,4572,2
19,39,1,4587,2
19,39,1,4604,3
19,39,1,4619,3
19,39,1,4623,3
19,39,1,4638,2
19,39,1,4642,1
19,39,1,4657,2
19,39,1,4661,3
19,39,1,4676,3
19,39,1,4680,3
19,39,1,4695,2
19,39,1,4708,2
19,39,1,4712,2
19,39,1,4727,2
19,39,1,4731,3
19,39,1,4746,3
19,39,1,4750,2
19,39,1,4765,3
19,39,1,477A,3
19,39,1,4784,3
19,39,1,4799,3
19,39,1,4816,2
19,39,1,4820,3
19,39,1,4835,3
19,39,1,484A,3
19,39,1,4854,3
19,39,1,4869,3
19,39,1,4873,3
19,39,1,4888,3
19,39,1,4892,3
19,39,1,4905,3
19,39,1,491A,3
19,39,1,4924,3
19,39,1,4939,3
19,39,1,4943,2
19,39,1,4958,2
19,39,1,4962,2
19,39,1,4977,2
19,39,1,4981,2
19,39,1,4996,2
19,39,1,5000,2
19,39,1,5015,2
19,39,1,502A,2
19,39,1,5034,2
19,39,1,5049,2
19,39,1,5053,2
19,39,1,5068,2
19,39,1,5072,3
19,39,1,5087,3
19,39,1,5091,3
19,39,1,5104,2
19,39,1,5119,3
19,39,1,5138,3
19,39,1,5142,3
19,39,1,5157,3
19,39,1,5161,3
19,39,1,5176,3
19,39,1,5180,3
19,39,1,5208,3
19,39,1,5212,3
19,39,1,5227,3
19,39,1,5231,3
19,39,1,5246,3
19,39,1,5250,3
19,39,1,527A,3
19,39,1,5284,3
19,39,1,5299,3
19,39,1,5301,3
19,39,1,5316,3
19,39,1,5335,3
19,39,1,534A,3
19,39,1,5369,3
19,39,1,5373,3
19,39,1,5388,3
19,39,1,5392,3
19,39,1,5405,3
19,39,1,541A,3
19,39,1,5439,3
19,39,1,5443,3
19,39,1,5458,3
19,39,1,5462,3
19,39,1,5477,3
19,39,1,5481,3
19,39,1,5496,3
19,39,1,5509,3
19,39,1,5513,3
19,39,1,5528,3
19,39,1,5532,3
19,39,1,5547,3
19,39,1,5566,3
19,39,1,5570,3
19,39,1,5585,3
19,40,1,0142,2
19,40,1,0157,2
19,40,1,027A,2
19,41,1,0050,2
19,41,1,0065,2
19,41,1,007A,2
19,41,1,0084,2
19,41,1,0099,2
19,41,1,014A,2
19,41,1,0154,1
19,41,1,0277,2
19,41,1,0281,1
19,41,1,0296,1
19,41,1,0309,2
19,41,1,0313,2
19,41,1,0328,2
19,41,1,0332,2
19,41,1,0347,2
19,41,1,0351,2
19,41,1,0366,2
19,41,1,039A,2
19,41,26,053A,2
19,41,26,0544,2
19,41,337,0169,2
19,41,337,0173,2
19,41,337,0188,2
19,41,337,0192,2
19,41,337,0205,2
19,41,337,021A,2
19,41,337,0224,2
19,41,337,0239,2
19,41,337,0243,2
19,41,337,0258,2
19,41,337,0370,1
19,41,337,0385,2
19,41,371,0559,2
19,41,371,0563,2
19,41,371,0578,2
19,41,456,0417,2
19,41,456,0421,2
19,41,456,0436,2
19,41,456,0440,2
19,41,456,0455,2
19,41,456,046A,2
19,41,456,0474,2
19,41,456,0489,1
19,41,456,0493,2
19,41,456,0506,2
19,41,456,0510,2
19,41,456,0525,2
19,42,1,0147,2
19,42,1,0151,2
19,42,1,0166,2
19,42,1,0170,2
19,43,1,0106,2
19,44,1,0245,2
19,44,1,0264,2
19,44,1,0283,3
19,44,1,0298,2
19,44,1,0315,2
19,44,1,032A,3
19,44,1,0349,2
19,44,1,0387,2
19,44,1,0391,2
19,44,1,0442,2
19,44,1,0461,2
19,44,1,0476,2
19,44,1,0480,3
19,44,1,0495,3
19,44,1,0508,2
19,44,1,0512,2
19,44,1,0527,2
19,44,1,0531,2
19,44,1,0546,2
19,44,1,0550,3
19,44,1,0565,2
19,44,1,057A,3
19,44,1,0584,2
19,44,1,0599,2
19,44,1,0601,3
19,44,1,0616,3
19,44,1,0620,3
19,44,1,0635,2
19,44,1,064A,2
19,44,1,0654,2
19,44,1,0669,2
19,44,1,0673,2
19,44,1,0705,2
19,44,1,0828,2
19,44,1,0832,2
19,44,1,0847,2
19,44,1,0870,1
19,44,1,0885,3
19,44,1,089A,2
19,44,1,0902,2
19,44,1,0921,2
19,44,1,0936,2
19,44,1,0955,2
19,44,1,096A,2
19,44,1,0974,2
19,44,1,0989,2
19,44,1,0993,2
19,44,1,1027,2
19,45,1,0187,2
19,45,1,0191,2
19,45,1,0204,2
19,45,1,0219,3
19,45,1,0223,2
19,45,1,0280,2
19,45,1,0295,2
19,45,1,0308,2
19,45,1,0312,2
19,45,1,0469,2
19,45,1,0488,2
19,45,1,0492,2
19,45,241,0399,1
19,45,385,037A,2
19,45,385,0384,2
19,45,405,0365,2
19,45,464,0401,1
19,45,464,0416,1
19,45,464,0420,1
19,45,464,0435,1
19,45,464,0473,1
19,45,550,0045,2
19,45,550,0064,2
19,45,550,0098,2
19,45,550,0100,2
19,45,550,0115,2
19,45,550,0172,2
19,45,551,0327,2
19,45,551,0331,2
19,45,551,044A,2
19,45,551,0454,2
19,45,559,0505,2
19,45,559,051A,2
19,46,1,0042,2
19,46,1,0057,2
19,46,1,0076,3
19,46,1,0095,2
19,46,1,0108,2
19,46,1,0127,3
19,46,1,0131,3
19,46,1,0146,3
19,46,1,017A,3
19,46,1,0184,3
19,46,1,0201,3
19,46,1,0216,3
19,46,1,0220,3
19,46,1,0235,3
19,46,1,024A,3
19,46,1,031A,3
19,46,1,0324,3
19,46,1,0339,3
19,46,1,0343,2
19,46,1,0362,3
19,46,1,0381,3
19,46,1,0413,3
19,46,1,0447,3
19,46,1,0466,3
19,46,1,0485,3
19,46,1,049A,3
19,46,1,0536,2
19,46,1,0540,3
19,46,1,0593,3
19,46,1,0610,3
19,46,1,0625,3
19,46,1,0682,3
19,46,1,070A,3
19,46,1,0714,2
19,46,1,0752,3
19,46,1,0786,2
19,46,1,0822,2
19,46,1,0841,2
19,46,1,0856,3
19,46,1,0860,2
19,46,1,0875,3
19,46,1,088A,3
19,46,1,0894,3
19,46,1,0907,3
19,46,1,0926,2
19,46,1,0930,3
19,46,1,0945,3
19,46,1,095A,2
19,46,1,0979,3
19,46,1,0998,3
19,46,1,1002,2
19,46,1,1017,3
19,46,1,1021,3
19,46,1,1040,3
19,46,1,1055,3
19,46,1,106A,3
19,46,1,1074,3
19,46,1,1089,2
19,46,1,1093,3
19,46,1,1106,3
19,46,1,1110,3
19,46,1,1125,2
19,46,1,113A,2
19,46,1,1144,2
19,46,1,1159,3
19,46,1,1163,3
19,46,1,1178,3
19,46,1,1182,3
19,46,1,1197,2
19,46,1,120A,2
19,46,1,1214,2
19,46,1,1229,2
19,46,1,1233,2
19,46,1,1248,2
19,46,1,1252,2
19,46,1,1267,2
19,46,1,1271,3
19,46,1,1286,3
19,46,1,1290,3
19,46,1,1303,3
19,46,1,1318,3
19,46,1,1322,3
19,46,1,1341,3
19,46,1,1356,3
19,46,1,1375,2
19,46,1,138A,3
19,46,1,1394,3
19,46,1,1407,2
19,46,1,1426,2
19,46,1,1430,3
19,46,1,1445,3
19,46,1,145A,3
19,46,1,1464,3
19,46,1,1479,3
19,46,1,1483,3
19,46,1,1498,3
19,46,1,1500,2
19,46,1,1515,3
19,46,1,152A,2
19,46,1,1534,3
19,46,1,1549,3
19,46,1,1568,3
19,46,1,1572,3
19,46,1,1587,3
19,46,1,1591,3
19,46,1,1604,2
19,46,1,1619,2
19,46,1,1623,3
19,46,1,1638,3
19,46,1,1642,3
19,46,1,1657,3
19,46,1,1661,2
19,46,1,1676,1
19,46,1,1708,3
19,46,1,1712,3
19,46,1,1727,3
19,46,1,1731,3
19,46,1,1746,3
19,46,1,1750,3
19,46,1,1765,2
19,46,1,177A,2
19,47,1,0069,2
19,47,1,0073,2
19,47,1,0088,2
19,47,1,0092,2
19,47,1,0105,2
19,47,1,011A,2
19,47,1,0124,3
19,47,1,0139,2
19,47,1,0158,2
19,47,1,0162,2
19,47,1,0177,2
19,47,1,0181,2
19,47,1,0196,2
19,47,1,0209,2
19,47,1,0213,2
19,47,1,0228,2
19,47,1,0232,2
19,47,1,0247,2
19,47,1,0251,2
19,47,1,0270,1
19,47,1,0285,2
19,47,1,029A,2
19,47,1,0302,2
19,48,1,016A,3
19,48,1,0189,2
19,48,1,0193,2
19,48,1,0210,3
19,48,1,0225,2
19,48,1,023A,2
19,48,1,0263,2
19,48,1,0282,3
19,48,1,0329,3
19,48,1,0348,2
19,48,1,0390,3
19,48,1,0403,3
19,48,1,0422,3
19,48,1,0441,2
19,48,1,0475,2
19,48,1,048A,3
19,48,1,0494,2
19,48,1,0511,3
19,48,1,0526,2
19,48,1,0545,2
19,48,1,055A,3
19,48,1,0564,2
19,48,1,0579,2
19,48,1,0583,2
19,48,1,0600,2
19,48,1,0615,2
19,48,1,062A,3
19,48,1,0761,3
19,48,1,0776,3
19,48,1,0808,3
19,48,1,0812,2
19,48,1,0827,2
19,48,1,0831,3
19,48,1,0865,3
19,48,1,087A,3
19,48,1,0899,2
19,48,1,0901,2
19,48,1,0916,2
19,48,1,0920,3
19,48,1,0935,3
19,48,1,094A,3
19,48,1,0969,2
19,48,1,0973,3
19,48,1,0988,2
19,48,1,0992,2
19,48,1,1007,2
19,48,1,1011,3
19,48,1,1030,2
19,48,1,1045,2
19,48,1,105A,3
19,48,1,1064,2
19,48,1,1100,2
19,48,1,112A,3
19,48,1,1149,2
19,48,1,1153,2
19,48,1,1168,2
19,48,1,1172,2
19,48,1,1187,3
19,48,1,1191,3
19,48,1,1204,2
19,48,1,1219,3
19,48,1,1223,2
19,48,1,1238,2
19,48,1,1242,2
19,48,1,1257,2
19,48,1,1261,2
19,48,1,1276,2
19,48,1,1280,2
19,48,1,1295,2
19,48,1,1308,2
19,48,1,1312,3
19,48,1,1327,2
19,48,1,1331,2
19,48,1,1346,1
19,48,1,1350,3
19,48,1,1365,3
19,48,1,137A,3
19,48,1,1384,3
19,48,1,1399,3
19,48,1,1401,3
19,48,1,1416,3
19,48,1,1420,3
19,48,1,1435,3
19,48,1,144A,3
19,48,1,1454,3
19,48,1,1473,3
19,48,1,1488,3
19,48,1,1492,3
19,48,1,1505,3
19,48,1,151A,3
19,48,1,1524,3
19,48,1,1539,2
19,48,1,1543,2
19,48,1,1562,2
19,48,1,1577,1
19,48,1,1581,3
19,48,1,1596,3
19,48,1,1609,3
19,48,1,1628,3
19,48,1,1632,3
19,48,1,1647,2
19,48,1,1651,3
19,48,1,1666,1
19,49,1,010A,3
19,49,1,0114,3
19,49,1,0129,3
19,49,1,0133,3
19,49,1,0148,3
19,49,1,0152,3
19,49,1,0167,2
19,49,1,0171,3
19,49,1,0186,2
19,49,1,0190,3
19,49,1,0203,3
19,49,1,0218,3
19,49,1,0222,2
19,49,1,0237,2
19,49,1,0241,3
19,49,1,0260,2
19,49,1,0275,2
19,49,1,028A,3
19,49,1,0307,3
19,49,1,0311,2
19,49,1,0326,3
19,49,1,0330,2
19,49,1,0345,3
19,49,1,0379,2
19,49,1,0383,2
19,49,1,042A,3
19,49,1,0434,2
19,49,1,0453,2
19,49,1,0468,2
19,49,1,0472,3
19,49,1,0491,2
19,49,1,0504,3
19,49,1,0523,2
19,49,1,0542,2
19,49,1,0561,2
19,49,1,0576,3
19,49,1,0608,3
19,49,1,0646,3
19,50,1,0223,2
19,50,1,044A,1
19,50,1,0454,2
19,50,1,0473,2
19,51,1,0146,2
19,51,1,0150,2
19,51,1,017A,2
19,51,1,0235,2
19,51,1,024A,2
19,51,1,0254,1
19,51,1,0273,2
19,51,1,0288,1
20,1,1,0039,1
20,2,1,0178,1
20,2,1,020A,1
20,2,1,0233,2
20,2,1,0248,1
20,2,1,038A,2
20,2,1,0394,2
20,2,12,0093,1
20,2,37,0252,1
20,2,37,0267,2
20,2,37,0271,1
20,2,37,0360,1
20,2,37,0375,2
20,2,37,0407,1
20,2,37,0411,1
20,2,39,013A,2
20,2,39,0286,1
20,2,39,0290,1
20,2,39,0303,2
20,2,39,0318,2
20,2,39,0322,2
20,2,39,0337,2
20,3,1,0052,1
20,4,1,0030,1
20,4,1,0045,1
20,4,1,0064,1
20,5,1,0023,2
20,5,1,0131,2
20,5,1,0146,2
20,5,1,0254,2
20,5,1,0269,2
20,5,1,0273,2
20,5,1,0288,2
20,6,1,0035,1
20,6,1,0088,1
20,6,1,0092,2
20,6,1,011A,1
20,6,1,0124,1
20,6,1,0139,2
20,6,1,0143,1
20,6,1,0158,2
20,6,1,0162,1
20,6,1,0181,1
20,7,1,0047,1
20,8,1,0044,1
20,9,1,0060,1
20,9,1,0075,1
20,9,1,0094,1
20,10,1,0146,2
20,10,1,0150,2
20,10,65,0165,2
20,10,65,017A,2
20,11,1,0020,1
20,11,1,004A,1
20,12,1,0032,1
20,12,1,0047,1
20,13,1,003A,2
20,13,1,0044,2
20,14,1,0022,2
20,14,1,0037,2
20,14,1,0041,2
20,14,1,0075,2
20,14,1,0107,2
20,14,1,0111,2
20,14,1,0130,2
20,14,1,015A,2
20,14,1,0164,2
20,14,1,0179,2
20,14,1,0183,2
20,14,1,0198,2
20,14,1,0200,2
20,14,1,0215,2
20,14,1,022A,1
20,14,1,0249,2
20,14,1,0253,2
20,14,1,0272,1
20,15,1,0049,1
20,16,1,0046,1
20,17,1,0024,1
20,18,1,0040,1
20,19,1,0048,1
20,20,1,0034,1
20,20,1,0049,1
20,20,1,0053,1
20,20,1,0072,1
20,20,1,0087,2
20,21,1,0046,2
20,21,1,007A,2
20,21,1,0084,1
20,21,1,0116,2
20,21,1,0120,1
20,22,1,0039,1
20,23,1,0036,1
20,23,1,0040,1
20,23,1,0055,1
20,23,1,006A,2
20,23,1,0074,2
20,23,1,0089,1
20,23,1,0106,1
20,24,1,0029,1
20,25,1,0026,1
20,25,1,0030,1
20,25,1,005A,1
20,25,1,0064,1
20,25,1,0079,1
20,25,1,0083,1
20,25,1,0098,1
20,26,1,0057,2
20,26,1,0061,1
20,26,1,0076,1
20,27,1,0035,1
20,28,1,0028,2
20,28,1,0117,1
20,28,1,0121,1
20,28,1,0140,1
20,28,1,0155,1
20,28,1,016A,1
20,28,1,0174,1
20,28,1,0189,1
20,29,1,003A,1
20,30,1,005A,2
20,30,1,0064,2
20,30,1,0079,2
20,30,1,0083,2
20,30,1,0098,2
20,30,1,0100,2
20,31,1,0038,1
20,31,1,0042,1
20,32,1,0020,1
20,33,1,0028,2
20,34,1,003A,1
20,34,1,0059,1
20,34,1,0063,1
20,35,1,0022,2
20,36,1,0068,1
20,37,1,0046,1
20,38,1,0043,1
20,38,1,0058,1
20,39,1,0110,2
20,39,1,0125,2
20,39,1,013A,2
20,39,1,0159,2
20,39,1,0163,2
20,39,1,0182,2
20,39,1,0197,2
20,39,1,0229,2
20,39,1,0303,2
20,39,1,0318,2
20,39,1,0337,2
20,39,1,0356,2
20,39,1,0360,2
20,39,1,0375,2
20,39,1,038A,2
20,39,1,0394,1
20,39,1,0407,2
20,39,1,0411,2
20,39,1,0426,1
20,39,1,0430,1
20,39,1,0445,2
20,39,1,045A,3
20,39,1,0464,3
20,39,1,0479,1
20,39,1,0483,1
20,39,1,0498,2
20,39,1,0500,1
20,39,1,0515,2
20,39,1,052A,2
20,39,1,0534,2
20,39,1,0549,2
20,39,1,0553,1
20,39,1,0568,1
20,39,1,0572,1
20,39,1,0587,2
20,39,1,0591,2
20,39,1,0657,1
20,39,1,0676,1
20,39,1,0680,1
20,39,1,0695,1
20,39,1,0708,1
20,39,1,0712,2
20,39,1,0727,2
20,39,1,0731,1
20,39,1,0784,1
20,39,1,0816,1
20,39,1,0888,3
20,41,1,0053,1
20,41,1,0068,1
20,41,1,0072,1
20,41,1,0087,2
20,41,1,0091,1
20,41,1,0104,1
20,42,1,0084,2
20,42,1,014A,2
20,42,1,0154,2
20,43,1,0096,2
20,43,1,0274,2
20,43,1,0289,1
20,43,1,0325,2
20,43,1,0344,2
20,43,1,0359,2
20,43,1,0363,2
20,43,1,0382,1
20,43,1,040A,1
20,43,1,0429,2
20,43,1,0452,1
20,43,1,0556,1
20,43,1,0611,2
20,43,1,0626,2
20,43,1,0630,2
20,43,1,0683,2
20,43,1,0700,2
20,43,1,0715,2
20,43,1,072A,2
20,43,1,0734,1
20,43,1,0749,3
20,43,1,0753,2
20,43,1,0768,2
20,43,1,0791,2
20,43,1,0804,1
20,43,1,0819,1
20,43,1,0838,2
20,43,1,0842,2
20,43,1,0857,2
20,43,1,0895,3
20,43,1,0908,2
20,43,1,0912,2
20,43,1,0927,2
20,43,1,0931,1
20,43,1,0946,1
20,43,1,0984,1
20,43,1,0999,1
20,43,1,1003,2
20,43,1,1018,1
20,43,1,1022,1
20,43,1,1041,1
20,43,1,1056,2
20,43,1,1060,1
20,43,1,1075,1
20,43,1,1111,1
20,43,1,1126,1
20,43,2,0861,1
20,43,2,0876,1
20,43,3,0293,1
20,43,3,0306,1
20,43,3,0490,1
20,43,3,0503,2
20,43,3,0518,1
20,43,6,0664,1
20,43,6,0679,1
20,44,1,0017,1
20,44,1,0021,1
20,44,1,013A,2
20,44,1,0144,1
20,44,1,0159,2
20,44,1,0214,1
20,44,1,0233,1
20,44,1,0248,2
20,44,1,0252,2
20,44,1,0267,2
20,44,1,0271,1
20,44,1,0286,2
20,44,1,0290,1
20,44,1,0303,2
20,44,1,0318,2
20,44,1,0322,1
20,44,1,0341,1
20,44,1,0356,1
20,44,1,0360,1
20,44,1,0375,1
20,44,1,038A,1
20,44,1,0394,1
20,44,1,0407,1
20,44,1,0411,1
20,44,1,0426,1
20,44,1,0430,1
20,44,1,045A,1
20,45,1,0029,2
20,45,1,0033,2
20,45,1,0048,2
20,46,1,005A,1
20,46,1,0064,1
20,48,1,0020,1
20,48,1,0035,1
20,49,1,0028,1
20,50,1,0029,1
20,51,1,0030,1
20,51,1,0045,1
20,51,1,005A,1
20,52,1,0131,1
20,52,1,0165,1
20,52,1,017A,2
20,52,1,0184,1
20,52,1,0199,1
20,53,1,0035,1
20,54,1,0028,1
20,55,1,0044,1
20,55,1,0059,1
20,55,1,0063,1
20,56,1,0022,1
20,56,1,0037,1
20,57,1,0068,2
20,57,1,0246,2
20,57,1,0250,2
20,57,1,0265,2
20,57,1,027A,1
20,57,1,0284,2
20,57,1,0301,1
20,57,1,0439,2
20,57,1,0443,2
20,57,1,0458,2
20,57,1,0481,1
20,57,1,0496,1
20,57,1,0551,1
20,57,1,0566,1
20,57,4,0180,1
20,57,18,0509,1
20,57,18,0513,1
20,57,18,0528,1
20,57,18,0532,1
20,58,1,0031,1
20,59,1,0113,1
20,59,1,0132,1
20,59,1,0151,1
20,59,1,0185,1
20,59,1,019A,1
20,59,1,0202,1
20,59,1,0217,1
20,59,1,0236,1
20,59,1,0240,1
20,59,1,0255,1
20,59,1,026A,1
20,59,1,0274,1
20,59,1,0289,1
20,59,1,0293,1
20,59,1,0306,1
20,59,1,0310,1
20,60,1,0044,1
20,60,1,0059,1
20,61,1,0041,1
20,61,1,0056,1
20,62,1,002A,1
20,63,1,0012,2
20,63,1,0046,2
20,63,1,0050,2
20,64,1,0077,1
20,64,1,019A,1
20,64,1,0202,1
20,64,1,0217,1
20,65,1,0021,1
20,66,1,0090,1
20,66,1,0137,1
20,66,1,0141,1
20,66,1,0156,1
20,66,1,0160,1
20,67,1,0011,2
20,67,1,012A,2
20,67,1,0204,3
20,67,1,0331,2
20,67,1,0505,3
20,67,1,051A,3
20,67,1,0524,3
20,67,1,0539,3
20,67,1,0543,3
20,67,1,0558,3
20,67,1,0562,3
20,67,1,0577,3
20,67,1,0581,3
20,67,1,0609,2
20,67,1,0613,2
20,67,1,0628,2
20,67,1,0632,2
20,67,1,0670,2
20,67,1,0702,2
20,67,1,0717,2
20,67,1,076A,2
20,67,1,0774,2
20,67,1,0789,2
20,67,1,0793,2
20,67,1,0806,2
20,67,1,0810,2
20,67,1,0825,3
20,67,1,083A,3
20,67,1,0844,3
20,67,1,0859,3
20,67,1,0863,2
20,67,1,0878,2
20,67,1,0882,3
20,67,1,0897,3
20,67,1,0929,2
20,67,1,0933,3
20,67,1,0948,2
20,67,1,0952,2
20,67,1,0967,2
20,67,1,0971,2
20,67,1,0986,2
20,67,1,0990,2
20,67,1,1005,2
20,67,1,101A,2
20,67,1,1024,2
20,67,1,1039,3
20,67,1,1043,3
20,67,1,1058,2
20,67,1,1062,2
20,67,1,1081,2
20,67,1,1096,2
20,67,1,1109,2
20,67,1,1166,3
20,67,1,1170,2
20,67,1,1185,2
20,67,1,119A,2
20,67,1,1217,2
20,67,1,1240,3
20,67,1,1255,3
20,67,1,1274,2
20,67,1,1310,2
20,67,1,1325,2
20,67,1,133A,2
20,67,1,1344,2
20,67,1,1359,1
20,67,1,1382,1
20,67,1,1448,3
20,67,1,1452,2
20,67,1,1467,2
20,67,1,1486,2
20,67,1,1490,2
20,67,1,1503,2
20,67,1,1522,3
20,67,1,1537,2
20,67,1,1541,2
20,67,1,1556,2
20,67,1,1560,3
20,67,1,1575,2
20,67,1,158A,1
20,67,1,1594,2
20,67,1,1611,2
20,67,1,1626,2
20,67,1,1630,2
20,67,1,165A,2
20,67,1,1679,2
20,67,1,1698,2
20,67,1,1700,2
20,67,1,1715,2
20,67,1,172A,2
20,67,1,1734,1
20,67,1,1753,2
20,67,1,1768,1
20,67,1,1772,3
20,67,1,1787,1
20,67,1,1791,1
20,67,1,1819,1
20,67,1,1823,1
20,67,1,1838,3
20,67,1,1861,2
20,67,1,1880,2
20,67,1,1895,2
20,67,1,1927,2
20,67,1,1931,1
20,67,1,1950,1
20,67,1,197A,1
20,67,1,1984,3
20,67,1,1999,1
20,67,1,2003,1
20,67,1,2018,1
20,67,1,2022,2
20,67,1,2056,3
20,67,1,2094,2
20,67,1,2107,2
20,67,1,2111,1
20,67,1,2126,1
20,67,1,2130,1
20,67,1,2145,1
20,67,1,215A,2
20,67,1,2164,1
20,67,1,2179,2
20,67,1,2183,2
20,67,1,2198,1
20,67,1,2200,2
20,67,1,2215,1
20,67,1,222A,2
20,67,1,2234,2
20,67,1,2253,1
20,67,1,2268,1
20,67,1,2272,1
20,67,1,2287,2
20,67,1,2376,1
20,67,1,2408,1
20,67,1,2412,1
20,67,51,2060,2
20,67,51,2075,1
20,67,51,208A,1
20,67,51,2380,1
20,67,51,2395,1
20,67,51,2427,1
20,68,1,0019,2
20,68,1,0061,1
20,68,1,0076,1
20,68,1,0080,1
20,68,1,0095,2
20,68,1,0108,2
20,68,1,0112,1
20,68,1,0127,1
20,68,1,0131,1
20,68,1,0146,1
20,70,1,0036,1
20,70,1,0040,1
20,70,1,0055,1
20,71,1,0029,1
20,71,1,0033,1
20,72,1,0045,1
20,72,1,005A,1
20,73,1,0095,1
20,73,1,0108,1
20,73,1,0146,1
20,73,1,0150,1
20,73,1,0165,1
20,73,1,017A,2
20,73,1,0184,2
20,73,1,0199,1
20,74,1,0020,1
20,75,1,0032,1
20,75,1,0047,1
20,75,1,0051,1
20,75,1,0085,1
20,75,1,009A,1
20,76,1,0063,1
20,76,1,0097,1
20,76,1,010A,1
20,76,1,0114,1
20,77,1,0022,1
20,77,1,0037,2
20,78,1,002A,2
20,78,1,0034,2
20,79,1,0027,2
20,79,1,0120,2
20,79,1,0154,3
20,79,1,0169,2
20,79,1,0173,3
20,79,1,021A,2
20,79,1,0258,2
20,79,1,0262,2
20,79,1,0277,2
20,79,1,0281,2
20,79,1,0296,2
20,79,1,0309,2
20,79,1,0313,2
20,79,1,0328,2
20,79,1,0347,2
20,79,1,0366,2
20,79,1,0370,2
20,79,1,039A,2
20,79,1,0417,1
20,79,1,0455,2
20,79,1,0474,2
20,79,1,0489,3
20,79,1,0506,2
20,79,1,0525,3
20,79,1,053A,2
20,79,1,0544,2
20,79,1,0559,2
20,79,1,0563,2
20,79,1,0578,2
20,79,1,0597,2
20,79,1,060A,2
20,79,1,0614,2
20,79,1,0629,3
20,79,1,0648,2
20,79,1,0667,1
20,79,1,0671,2
20,79,1,0690,2
20,79,1,0703,2
20,79,1,0718,2
20,79,1,0722,2
20,79,1,0737,2
20,79,1,0741,2
20,79,1,0756,2
20,79,1,0760,2
20,79,1,0775,2
20,79,1,078A,2
20,79,1,0807,2
20,79,1,0811,2
20,79,1,0826,2
20,79,1,0830,2
20,79,1,0845,2
20,79,1,085A,2
20,79,1,0864,1
20,79,1,0898,1
20,79,1,092A,1
20,80,1,0013,1
20,81,1,0025,1
20,81,1,0044,1
20,81,1,0059,1
20,82,1,0056,1
20,83,1,0034,2
20,83,1,0049,2
20,83,1,0053,2
20,83,1,0068,2
20,84,1,0012,2
20,84,1,0031,2
20,84,1,0046,2
20,84,1,007A,2
20,85,1,0096,1
20,86,1,0021,1
20,86,1,0036,1
20,87,1,0033,1
20,87,1,0048,2
20,87,1,0052,1
20,88,1,0026,1
20,89,1,0023,1
20,90,1,0043,1
20,90,1,0058,1
20,90,1,0062,1
20,90,1,0081,1
20,90,1,0096,1
20,91,1,0021,2
20,91,1,0040,2
20,91,1,0055,2
20,91,1,006A,3
20,91,1,0074,2
20,91,1,0110,3
20,91,1,013A,3
20,91,1,0144,2
20,91,1,0159,2
20,92,1,0029,1
20,93,1,0030,1
20,94,1,0023,1
20,96,1,0028,2
20,97,1,0025,1
20,98,1,0041,1
20,99,1,002A,1
20,100,1,0022,1
20,101,1,002A,1
20,102,1,0027,1
20,103,1,0039,1
20,103,1,0043,1
20,103,1,0062,1
20,103,1,0077,1
20,104,1,0036,1
20,104,1,0040,1
20,105,1,0029,1
20,105,1,0033,1
20,105,1,0067,1
20,106,1,0026,1
20,107,1,0038,1
20,107,1,0057,2
20,107,1,0061,1
20,107,1,0095,2
20,107,1,0108,1
20,107,1,0112,1
20,107,1,0127,2
20,107,1,0131,2
20,107,1,0146,1
20,107,1,0150,2
20,108,1,004A,1
20,109,1,0032,1
20,111,1,0026,1
20,111,1,0030,1
20,111,1,005A,1
20,112,1,0042,1
20,112,1,0057,1
20,113,1,0035,1
20,113,1,004A,1
20,114,1,0028,1
20,115,1,003A,2
20,115,1,0044,2
20,115,1,0059,2
20,115,1,0078,1
20,115,1,0133,1
20,115,1,0148,1
20,115,2,0097,2
20,115,2,010A,2
20,117,1,002A,1
20,118,1,0050,1
20,118,1,0065,1
20,119,1,0039,1
20,119,1,0043,1
20,120,1,0025,1
20,122,1,0049,1
20,122,1,0068,1
20,123,1,0046,1
20,123,1,0050,1
20,123,1,0065,1
20,124,1,0077,1
20,124,1,0081,1
20,124,1,0096,1
20,124,1,0109,1
20,124,1,0113,1
20,124,1,0128,1
20,124,1,0147,1
20,124,1,0151,1
20,124,1,0166,1
20,124,17,0062,1
20,125,1,0290,1
20,125,1,0318,1
20,125,1,0322,1
20,125,1,0341,1
20,128,1,0023,1
20,129,1,0020,1
20,130,1,006A,1
20,130,1,0074,1
20,130,1,0089,1
20,131,1,0067,1
20,131,1,0118,1
20,131,1,0122,1
20,131,1,0137,1
20,131,1,0141,1
20,131,1,0156,1
20,131,1,025A,1
20,131,8,0103,1
20,131,8,0230,1
20,131,8,0245,1
20,132,1,0026,1
20,133,1,0038,1
20,133,1,0042,1
20,133,1,0057,1
20,134,1,004A,1
20,134,1,0054,1
20,134,1,0069,1
20,135,1,0013,1
20,136,1,0025,1
20,136,1,0078,1
20,137,1,0056,1
20,138,1,002A,1
20,139,1,0027,1
20,140,1,0028,1
20,140,1,0032,1
20,140,1,0047,1
20,141,36,0078,1
20,141,36,0167,1
20,141,36,0186,1
20,141,36,0190,1
20,141,36,0203,1
20,141,36,0218,1
20,141,36,0222,1
20,141,36,0237,1
20,141,36,0241,1
20,141,36,0275,1
20,142,1,0022,1
20,142,1,0037,1
20,143,1,0157,1
